activity_id,service_id,room_id,activity_date,appointment_type,scheduled_contacts,completed_contacts,face_to_face_contacts,remote_contacts,did_not_attend_count,cancelled_contacts,average_contact_duration_minutes,activity_source
ACT-00720,SVC-008,ROOM-0034,2024-08-01,administrative,21,19,5,14,0,0,45,synthetic_booking_summary
ACT-00721,SVC-008,ROOM-0034,2024-09-01,administrative,6,0,0,0,0,6,45,synthetic_booking_summary
ACT-00722,SVC-008,ROOM-0034,2024-10-01,administrative,6,0,0,0,0,6,45,synthetic_booking_summary
ACT-00723,SVC-008,ROOM-0034,2025-01-01,administrative,23,22,6,16,0,0,45,synthetic_booking_summary
ACT-00724,SVC-008,ROOM-0034,2025-06-01,administrative,6,4,1,3,0,0,45,synthetic_booking_summary
ACT-00725,SVC-008,ROOM-0034,2025-07-01,administrative,12,11,3,8,0,0,45,synthetic_booking_summary
ACT-00726,SVC-008,ROOM-0034,2025-09-01,administrative,6,6,2,4,0,0,45,synthetic_booking_summary
ACT-00727,SVC-008,ROOM-0034,2025-10-01,administrative,12,12,3,9,0,0,45,synthetic_booking_summary
ACT-00728,SVC-008,ROOM-0034,2026-02-01,administrative,13,12,3,9,0,0,45,synthetic_booking_summary
ACT-00729,SVC-008,ROOM-0034,2026-03-01,administrative,6,6,2,4,0,0,45,synthetic_booking_summary
ACT-00730,SVC-008,ROOM-0040,2024-05-01,administrative,9,9,3,6,0,0,45,synthetic_booking_summary
ACT-00731,SVC-008,ROOM-0040,2024-06-01,administrative,12,12,3,9,0,0,45,synthetic_booking_summary
ACT-00732,SVC-008,ROOM-0040,2024-08-01,administrative,24,23,6,17,0,0,45,synthetic_booking_summary
ACT-00733,SVC-008,ROOM-0040,2024-11-01,administrative,20,8,2,6,0,10,45,synthetic_booking_summary
ACT-00734,SVC-008,ROOM-0040,2024-12-01,administrative,26,23,6,17,0,0,45,synthetic_booking_summary
ACT-00735,SVC-008,ROOM-0040,2025-01-01,administrative,10,10,3,7,0,0,45,synthetic_booking_summary
ACT-00736,SVC-008,ROOM-0040,2025-06-01,administrative,9,8,2,6,0,0,45,synthetic_booking_summary
ACT-00737,SVC-008,ROOM-0040,2025-07-01,administrative,12,6,2,4,0,6,45,synthetic_booking_summary
ACT-00738,SVC-008,ROOM-0040,2025-11-01,administrative,13,12,3,9,0,0,45,synthetic_booking_summary
ACT-00739,SVC-008,ROOM-0046,2024-05-01,administrative,12,11,3,8,0,0,45,synthetic_booking_summary
ACT-00740,SVC-008,ROOM-0046,2024-06-01,administrative,9,8,2,6,0,0,45,synthetic_booking_summary
ACT-00741,SVC-008,ROOM-0046,2024-07-01,administrative,12,12,3,9,0,0,45,synthetic_booking_summary
ACT-00742,SVC-008,ROOM-0046,2024-08-01,administrative,18,15,4,11,0,0,45,synthetic_booking_summary
ACT-00743,SVC-008,ROOM-0046,2025-01-01,administrative,13,11,3,8,0,0,45,synthetic_booking_summary
ACT-00744,SVC-008,ROOM-0046,2025-02-01,administrative,13,13,4,9,0,0,45,synthetic_booking_summary
ACT-00745,SVC-008,ROOM-0046,2025-04-01,administrative,18,10,3,7,0,6,45,synthetic_booking_summary
ACT-00746,SVC-008,ROOM-0046,2025-05-01,administrative,12,10,3,7,0,0,45,synthetic_booking_summary
ACT-00747,SVC-008,ROOM-0046,2025-06-01,administrative,9,8,2,6,0,0,45,synthetic_booking_summary
ACT-00748,SVC-008,ROOM-0046,2025-08-01,administrative,9,8,2,6,0,0,45,synthetic_booking_summary
ACT-00749,SVC-008,ROOM-0046,2026-01-01,administrative,14,13,4,9,0,0,45,synthetic_booking_summary
ACT-00750,SVC-008,ROOM-0052,2024-05-01,administrative,6,6,2,4,0,0,45,synthetic_booking_summary
ACT-00751,SVC-008,ROOM-0052,2024-08-01,administrative,9,8,2,6,0,0,45,synthetic_booking_summary
ACT-00752,SVC-008,ROOM-0052,2024-10-01,administrative,6,4,1,3,0,0,45,synthetic_booking_summary
ACT-00753,SVC-008,ROOM-0052,2024-11-01,administrative,13,12,3,9,0,0,45,synthetic_booking_summary
ACT-00754,SVC-008,ROOM-0052,2025-01-01,administrative,7,7,2,5,0,0,45,synthetic_booking_summary
ACT-00755,SVC-008,ROOM-0052,2025-09-01,administrative,9,9,3,6,0,0,45,synthetic_booking_summary
ACT-00756,SVC-008,ROOM-0052,2025-12-01,administrative,7,6,2,4,0,0,45,synthetic_booking_summary
ACT-00757,SVC-008,ROOM-0052,2026-03-01,administrative,12,11,3,8,0,0,45,synthetic_booking_summary
ACT-00758,SVC-009,ROOM-0005,2024-04-01,administrative,30,0,0,0,0,30,45,synthetic_booking_summary
ACT-00759,SVC-009,ROOM-0005,2024-05-01,administrative,30,27,15,12,0,0,45,synthetic_booking_summary
ACT-00760,SVC-009,ROOM-0005,2024-06-01,administrative,15,13,8,5,0,0,45,synthetic_booking_summary
ACT-00761,SVC-009,ROOM-0005,2024-07-01,administrative,15,15,9,6,0,0,45,synthetic_booking_summary
ACT-00762,SVC-009,ROOM-0005,2024-10-01,administrative,15,14,8,6,0,0,45,synthetic_booking_summary
ACT-00763,SVC-009,ROOM-0005,2025-01-01,administrative,30,15,9,6,15,0,45,synthetic_booking_summary
ACT-00764,SVC-009,ROOM-0005,2025-02-01,administrative,15,14,8,6,0,0,45,synthetic_booking_summary
ACT-00765,SVC-009,ROOM-0005,2025-06-01,administrative,30,29,16,13,0,0,45,synthetic_booking_summary
ACT-00766,SVC-009,ROOM-0005,2025-09-01,administrative,45,42,24,18,0,0,45,synthetic_booking_summary
ACT-00767,SVC-009,ROOM-0005,2025-10-01,administrative,30,26,15,11,0,0,45,synthetic_booking_summary
ACT-00768,SVC-009,ROOM-0005,2026-03-01,administrative,15,13,8,5,0,0,45,synthetic_booking_summary
ACT-00769,SVC-009,ROOM-0011,2024-07-01,administrative,15,13,8,5,0,0,45,synthetic_booking_summary
ACT-00770,SVC-009,ROOM-0011,2024-08-01,administrative,15,14,8,6,0,0,45,synthetic_booking_summary
ACT-00771,SVC-009,ROOM-0011,2024-10-01,administrative,15,15,9,6,0,0,45,synthetic_booking_summary
ACT-00772,SVC-009,ROOM-0011,2024-11-01,administrative,30,28,16,12,0,0,45,synthetic_booking_summary
ACT-00773,SVC-009,ROOM-0011,2024-12-01,administrative,30,28,16,12,0,0,45,synthetic_booking_summary
ACT-00774,SVC-009,ROOM-0011,2025-05-01,administrative,15,0,0,0,15,0,45,synthetic_booking_summary
ACT-00775,SVC-009,ROOM-0011,2025-06-01,administrative,45,42,24,18,0,0,45,synthetic_booking_summary
ACT-00776,SVC-009,ROOM-0011,2026-01-01,administrative,45,28,16,12,0,15,45,synthetic_booking_summary
ACT-00777,SVC-009,ROOM-0011,2026-02-01,administrative,15,15,9,6,0,0,45,synthetic_booking_summary
ACT-00778,SVC-009,ROOM-0011,2026-03-01,administrative,15,15,9,6,0,0,45,synthetic_booking_summary
ACT-00779,SVC-009,ROOM-0017,2024-04-01,administrative,15,15,9,6,0,0,45,synthetic_booking_summary
ACT-00780,SVC-009,ROOM-0017,2024-05-01,administrative,15,15,9,6,0,0,45,synthetic_booking_summary
ACT-00781,SVC-009,ROOM-0017,2024-10-01,administrative,15,14,8,6,0,0,45,synthetic_booking_summary
ACT-00782,SVC-009,ROOM-0017,2024-11-01,administrative,15,14,8,6,0,0,45,synthetic_booking_summary
ACT-00783,SVC-009,ROOM-0017,2024-12-01,administrative,30,29,16,13,0,0,45,synthetic_booking_summary
ACT-00784,SVC-009,ROOM-0017,2025-04-01,administrative,15,13,8,5,0,0,45,synthetic_booking_summary
ACT-00785,SVC-009,ROOM-0017,2025-07-01,administrative,15,14,8,6,0,0,45,synthetic_booking_summary
ACT-00786,SVC-009,ROOM-0017,2025-10-01,administrative,15,13,8,5,0,0,45,synthetic_booking_summary
ACT-00787,SVC-009,ROOM-0017,2025-11-01,administrative,15,13,8,5,0,0,45,synthetic_booking_summary
ACT-00788,SVC-009,ROOM-0023,2024-04-01,administrative,30,26,15,11,0,0,45,synthetic_booking_summary
ACT-00789,SVC-009,ROOM-0023,2024-05-01,administrative,15,14,8,6,0,0,45,synthetic_booking_summary
ACT-00790,SVC-009,ROOM-0023,2024-06-01,administrative,15,15,9,6,0,0,45,synthetic_booking_summary
ACT-00791,SVC-009,ROOM-0023,2025-01-01,administrative,45,45,25,20,0,0,45,synthetic_booking_summary
ACT-00792,SVC-009,ROOM-0023,2025-02-01,administrative,15,13,8,5,0,0,45,synthetic_booking_summary
ACT-00793,SVC-009,ROOM-0023,2025-03-01,administrative,15,13,8,5,0,0,45,synthetic_booking_summary
ACT-00794,SVC-009,ROOM-0023,2025-07-01,administrative,30,27,15,12,0,0,45,synthetic_booking_summary
ACT-00795,SVC-009,ROOM-0023,2025-08-01,administrative,30,28,16,12,0,0,45,synthetic_booking_summary
ACT-00796,SVC-009,ROOM-0023,2025-09-01,administrative,15,15,9,6,0,0,45,synthetic_booking_summary
ACT-00797,SVC-009,ROOM-0023,2025-12-01,administrative,15,14,8,6,0,0,45,synthetic_booking_summary
ACT-00798,SVC-009,ROOM-0023,2026-01-01,administrative,15,15,9,6,0,0,45,synthetic_booking_summary
ACT-00799,SVC-009,ROOM-0023,2026-02-01,administrative,30,28,16,12,0,0,45,synthetic_booking_summary
ACT-00800,SVC-009,ROOM-0029,2024-08-01,administrative,15,15,9,6,0,0,45,synthetic_booking_summary
ACT-00801,SVC-009,ROOM-0029,2024-10-01,administrative,15,14,8,6,0,0,45,synthetic_booking_summary
ACT-00802,SVC-009,ROOM-0029,2024-12-01,administrative,15,13,8,5,0,0,45,synthetic_booking_summary
ACT-00803,SVC-009,ROOM-0029,2025-02-01,administrative,15,14,8,6,0,0,45,synthetic_booking_summary
ACT-00804,SVC-009,ROOM-0029,2025-03-01,administrative,15,13,8,5,0,0,45,synthetic_booking_summary
ACT-00805,SVC-009,ROOM-0029,2025-05-01,administrative,15,13,8,5,0,0,45,synthetic_booking_summary
ACT-00806,SVC-009,ROOM-0029,2025-09-01,administrative,15,0,0,0,15,0,45,synthetic_booking_summary
ACT-00807,SVC-009,ROOM-0029,2025-11-01,administrative,15,15,9,6,0,0,45,synthetic_booking_summary
ACT-00808,SVC-009,ROOM-0029,2025-12-01,administrative,15,15,9,6,0,0,45,synthetic_booking_summary
ACT-00809,SVC-009,ROOM-0029,2026-01-01,administrative,15,13,8,5,0,0,45,synthetic_booking_summary
ACT-00810,SVC-009,ROOM-0029,2026-02-01,administrative,15,14,8,6,0,0,45,synthetic_booking_summary
ACT-00811,SVC-009,ROOM-0029,2026-03-01,administrative,15,15,9,6,0,0,45,synthetic_booking_summary
ACT-00812,SVC-009,ROOM-0035,2024-04-01,administrative,15,15,9,6,0,0,45,synthetic_booking_summary
ACT-00813,SVC-009,ROOM-0035,2024-05-01,administrative,15,15,9,6,0,0,45,synthetic_booking_summary
ACT-00814,SVC-009,ROOM-0035,2024-07-01,administrative,15,13,8,5,0,0,45,synthetic_booking_summary
ACT-00815,SVC-009,ROOM-0035,2024-08-01,administrative,15,14,8,6,0,0,45,synthetic_booking_summary
ACT-00816,SVC-009,ROOM-0035,2024-10-01,administrative,15,13,8,5,0,0,45,synthetic_booking_summary
ACT-00817,SVC-009,ROOM-0035,2024-11-01,administrative,15,13,8,5,0,0,45,synthetic_booking_summary
ACT-00818,SVC-009,ROOM-0035,2024-12-01,administrative,30,30,17,13,0,0,45,synthetic_booking_summary
ACT-00819,SVC-009,ROOM-0035,2025-06-01,administrative,15,15,9,6,0,0,45,synthetic_booking_summary
ACT-00820,SVC-009,ROOM-0035,2026-01-01,administrative,30,26,15,11,0,0,45,synthetic_booking_summary
ACT-00821,SVC-009,ROOM-0041,2024-07-01,administrative,15,14,8,6,0,0,45,synthetic_booking_summary
ACT-00822,SVC-009,ROOM-0041,2024-10-01,administrative,30,27,15,12,0,0,45,synthetic_booking_summary
ACT-00823,SVC-009,ROOM-0041,2024-11-01,administrative,30,14,8,6,0,15,45,synthetic_booking_summary
ACT-00824,SVC-009,ROOM-0041,2024-12-01,administrative,15,0,0,0,0,15,45,synthetic_booking_summary
ACT-00825,SVC-009,ROOM-0041,2025-01-01,administrative,15,13,8,5,0,0,45,synthetic_booking_summary
ACT-00826,SVC-009,ROOM-0041,2025-02-01,administrative,15,0,0,0,0,15,45,synthetic_booking_summary
ACT-00827,SVC-009,ROOM-0041,2025-06-01,administrative,15,13,8,5,0,0,45,synthetic_booking_summary
ACT-00828,SVC-009,ROOM-0041,2025-08-01,administrative,15,0,0,0,0,15,45,synthetic_booking_summary
ACT-00829,SVC-009,ROOM-0041,2025-10-01,administrative,15,13,8,5,0,0,45,synthetic_booking_summary
ACT-00830,SVC-009,ROOM-0041,2025-11-01,administrative,30,15,9,6,0,15,45,synthetic_booking_summary
ACT-00831,SVC-009,ROOM-0041,2026-02-01,administrative,15,14,8,6,0,0,45,synthetic_booking_summary
ACT-00832,SVC-009,ROOM-0047,2024-06-01,administrative,15,14,8,6,0,0,45,synthetic_booking_summary
ACT-00833,SVC-009,ROOM-0047,2024-07-01,administrative,15,13,8,5,0,0,45,synthetic_booking_summary
ACT-00834,SVC-009,ROOM-0047,2024-09-01,administrative,15,13,8,5,0,0,45,synthetic_booking_summary
ACT-00835,SVC-009,ROOM-0047,2024-10-01,administrative,15,15,9,6,0,0,45,synthetic_booking_summary
ACT-00836,SVC-009,ROOM-0047,2025-02-01,administrative,15,15,9,6,0,0,45,synthetic_booking_summary
ACT-00837,SVC-009,ROOM-0047,2025-05-01,administrative,15,13,8,5,0,0,45,synthetic_booking_summary
ACT-00838,SVC-009,ROOM-0047,2025-10-01,administrative,15,15,9,6,0,0,45,synthetic_booking_summary
ACT-00839,SVC-009,ROOM-0047,2025-11-01,administrative,15,0,0,0,0,15,45,synthetic_booking_summary
ACT-00840,SVC-009,ROOM-0047,2025-12-01,administrative,15,13,8,5,0,0,45,synthetic_booking_summary
ACT-00841,SVC-009,ROOM-0047,2026-01-01,administrative,15,14,8,6,0,0,45,synthetic_booking_summary
ACT-00842,SVC-009,ROOM-0047,2026-03-01,administrative,30,15,9,6,0,15,45,synthetic_booking_summary
ACT-00843,SVC-009,ROOM-0053,2024-05-01,administrative,15,15,9,6,0,0,45,synthetic_booking_summary
ACT-00844,SVC-009,ROOM-0053,2024-07-01,administrative,45,41,23,18,0,0,45,synthetic_booking_summary
ACT-00845,SVC-009,ROOM-0053,2025-07-01,administrative,15,14,8,6,0,0,45,synthetic_booking_summary
ACT-00846,SVC-009,ROOM-0053,2025-08-01,administrative,15,0,0,0,0,15,45,synthetic_booking_summary
ACT-00847,SVC-009,ROOM-0053,2025-10-01,administrative,30,30,17,13,0,0,45,synthetic_booking_summary
ACT-00848,SVC-009,ROOM-0053,2026-02-01,administrative,15,13,8,5,0,0,45,synthetic_booking_summary
ACT-00849,SVC-010,ROOM-0003,2024-04-01,diagnostic,11,10,10,0,0,0,45,synthetic_booking_summary
ACT-00850,SVC-010,ROOM-0003,2024-05-01,diagnostic,5,0,0,0,0,5,45,synthetic_booking_summary
ACT-00851,SVC-010,ROOM-0003,2024-08-01,diagnostic,22,11,11,0,0,11,45,synthetic_booking_summary
ACT-00852,SVC-010,ROOM-0003,2024-09-01,diagnostic,11,10,10,0,0,0,45,synthetic_booking_summary
ACT-00853,SVC-010,ROOM-0003,2024-12-01,diagnostic,6,5,5,0,0,0,45,synthetic_booking_summary
ACT-00854,SVC-010,ROOM-0003,2025-01-01,diagnostic,12,0,0,0,12,0,45,synthetic_booking_summary
ACT-00855,SVC-010,ROOM-0003,2025-03-01,diagnostic,11,0,0,0,0,11,45,synthetic_booking_summary
ACT-00856,SVC-010,ROOM-0003,2025-05-01,diagnostic,5,4,4,0,0,0,45,synthetic_booking_summary
ACT-00857,SVC-010,ROOM-0003,2025-07-01,diagnostic,16,15,15,0,0,0,45,synthetic_booking_summary
ACT-00858,SVC-010,ROOM-0003,2025-08-01,diagnostic,10,10,10,0,0,0,45,synthetic_booking_summary
ACT-00859,SVC-010,ROOM-0003,2025-10-01,diagnostic,10,10,10,0,0,0,45,synthetic_booking_summary
ACT-00860,SVC-010,ROOM-0003,2025-12-01,diagnostic,12,10,10,0,0,0,45,synthetic_booking_summary
ACT-00861,SVC-010,ROOM-0003,2026-01-01,diagnostic,12,10,10,0,0,0,45,synthetic_booking_summary
ACT-00862,SVC-010,ROOM-0003,2026-03-01,diagnostic,11,11,11,0,0,0,45,synthetic_booking_summary
ACT-00863,SVC-010,ROOM-0009,2024-04-01,diagnostic,11,11,11,0,0,0,45,synthetic_booking_summary
ACT-00864,SVC-010,ROOM-0009,2024-06-01,diagnostic,24,22,22,0,0,0,45,synthetic_booking_summary
ACT-00865,SVC-010,ROOM-0009,2024-11-01,diagnostic,12,12,12,0,0,0,45,synthetic_booking_summary
ACT-00866,SVC-010,ROOM-0009,2024-12-01,diagnostic,9,0,0,0,9,0,45,synthetic_booking_summary
ACT-00867,SVC-010,ROOM-0009,2025-02-01,diagnostic,9,8,8,0,0,0,45,synthetic_booking_summary
ACT-00868,SVC-010,ROOM-0009,2025-03-01,diagnostic,11,10,10,0,0,0,45,synthetic_booking_summary
ACT-00869,SVC-010,ROOM-0009,2025-06-01,diagnostic,8,6,6,0,0,0,45,synthetic_booking_summary
ACT-00870,SVC-010,ROOM-0009,2025-07-01,diagnostic,8,8,8,0,0,0,45,synthetic_booking_summary
ACT-00871,SVC-010,ROOM-0009,2025-10-01,diagnostic,16,14,14,0,0,0,45,synthetic_booking_summary
ACT-00872,SVC-010,ROOM-0009,2026-03-01,diagnostic,8,8,8,0,0,0,45,synthetic_booking_summary
ACT-00873,SVC-010,ROOM-0015,2024-04-01,diagnostic,16,4,4,0,11,0,45,synthetic_booking_summary
ACT-00874,SVC-010,ROOM-0015,2024-05-01,diagnostic,5,4,4,0,0,0,45,synthetic_booking_summary
ACT-00875,SVC-010,ROOM-0015,2024-08-01,diagnostic,8,6,6,0,0,0,45,synthetic_booking_summary
ACT-00876,SVC-010,ROOM-0015,2024-12-01,diagnostic,18,16,16,0,0,0,45,synthetic_booking_summary
ACT-00877,SVC-010,ROOM-0015,2025-02-01,diagnostic,18,9,9,0,0,9,45,synthetic_booking_summary
ACT-00878,SVC-010,ROOM-0015,2025-03-01,diagnostic,19,15,15,0,0,0,45,synthetic_booking_summary
ACT-00879,SVC-010,ROOM-0015,2025-05-01,diagnostic,8,7,7,0,0,0,45,synthetic_booking_summary
ACT-00880,SVC-010,ROOM-0015,2025-08-01,diagnostic,8,7,7,0,0,0,45,synthetic_booking_summary
ACT-00881,SVC-010,ROOM-0015,2025-09-01,diagnostic,8,0,0,0,0,8,45,synthetic_booking_summary
ACT-00882,SVC-010,ROOM-0015,2025-11-01,diagnostic,6,4,4,0,0,0,45,synthetic_booking_summary
ACT-00883,SVC-010,ROOM-0021,2024-06-01,diagnostic,11,9,9,0,0,0,45,synthetic_booking_summary
ACT-00884,SVC-010,ROOM-0021,2025-02-01,diagnostic,9,0,0,0,0,9,45,synthetic_booking_summary
ACT-00885,SVC-010,ROOM-0021,2025-05-01,diagnostic,13,11,11,0,0,0,45,synthetic_booking_summary
ACT-00886,SVC-010,ROOM-0021,2025-06-01,diagnostic,5,5,5,0,0,0,45,synthetic_booking_summary
ACT-00887,SVC-010,ROOM-0021,2025-07-01,diagnostic,13,13,13,0,0,0,45,synthetic_booking_summary
ACT-00888,SVC-010,ROOM-0021,2025-09-01,diagnostic,11,10,10,0,0,0,45,synthetic_booking_summary
ACT-00889,SVC-010,ROOM-0021,2025-10-01,diagnostic,10,7,7,0,0,0,45,synthetic_booking_summary
ACT-00890,SVC-010,ROOM-0021,2025-12-01,diagnostic,12,10,10,0,0,0,45,synthetic_booking_summary
ACT-00891,SVC-010,ROOM-0021,2026-01-01,diagnostic,6,6,6,0,0,0,45,synthetic_booking_summary
ACT-00892,SVC-010,ROOM-0027,2024-05-01,diagnostic,8,8,8,0,0,0,45,synthetic_booking_summary
ACT-00893,SVC-010,ROOM-0027,2024-06-01,diagnostic,8,7,7,0,0,0,45,synthetic_booking_summary
ACT-00894,SVC-010,ROOM-0027,2024-10-01,diagnostic,8,8,8,0,0,0,45,synthetic_booking_summary
ACT-00895,SVC-010,ROOM-0027,2024-11-01,diagnostic,12,0,0,0,0,12,45,synthetic_booking_summary
ACT-00896,SVC-010,ROOM-0027,2024-12-01,diagnostic,6,5,5,0,0,0,45,synthetic_booking_summary
ACT-00897,SVC-010,ROOM-0027,2025-01-01,diagnostic,15,14,14,0,0,0,45,synthetic_booking_summary
ACT-00898,SVC-010,ROOM-0027,2025-10-01,diagnostic,11,9,9,0,0,0,45,synthetic_booking_summary
ACT-00899,SVC-010,ROOM-0027,2025-12-01,diagnostic,9,7,7,0,0,0,45,synthetic_booking_summary
ACT-00900,SVC-010,ROOM-0027,2026-03-01,diagnostic,11,9,9,0,0,0,45,synthetic_booking_summary
ACT-00901,SVC-010,ROOM-0033,2024-05-01,diagnostic,5,5,5,0,0,0,45,synthetic_booking_summary
ACT-00902,SVC-010,ROOM-0033,2024-06-01,diagnostic,5,3,3,0,0,0,45,synthetic_booking_summary
ACT-00903,SVC-010,ROOM-0033,2024-08-01,diagnostic,8,6,6,0,0,0,45,synthetic_booking_summary
ACT-00904,SVC-010,ROOM-0033,2025-01-01,diagnostic,6,4,4,0,0,0,45,synthetic_booking_summary
ACT-00905,SVC-010,ROOM-0033,2025-03-01,diagnostic,16,3,3,0,11,0,45,synthetic_booking_summary
ACT-00906,SVC-010,ROOM-0033,2025-04-01,diagnostic,5,4,4,0,0,0,45,synthetic_booking_summary
ACT-00907,SVC-010,ROOM-0033,2025-05-01,diagnostic,21,14,14,0,0,5,45,synthetic_booking_summary
ACT-00908,SVC-010,ROOM-0033,2025-08-01,diagnostic,5,4,4,0,0,0,45,synthetic_booking_summary
ACT-00909,SVC-010,ROOM-0033,2025-09-01,diagnostic,19,17,17,0,0,0,45,synthetic_booking_summary
ACT-00910,SVC-010,ROOM-0033,2026-02-01,diagnostic,21,21,21,0,0,0,45,synthetic_booking_summary
ACT-00911,SVC-010,ROOM-0033,2026-03-01,diagnostic,5,3,3,0,0,0,45,synthetic_booking_summary
ACT-00912,SVC-010,ROOM-0039,2024-06-01,diagnostic,16,15,15,0,0,0,45,synthetic_booking_summary
ACT-00913,SVC-010,ROOM-0039,2024-07-01,diagnostic,5,5,5,0,0,0,45,synthetic_booking_summary
ACT-00914,SVC-010,ROOM-0039,2024-08-01,diagnostic,11,10,10,0,0,0,45,synthetic_booking_summary
ACT-00915,SVC-010,ROOM-0039,2024-10-01,diagnostic,5,5,5,0,0,0,45,synthetic_booking_summary
ACT-00916,SVC-010,ROOM-0039,2024-11-01,diagnostic,12,12,12,0,0,0,45,synthetic_booking_summary
ACT-00917,SVC-010,ROOM-0039,2024-12-01,diagnostic,12,12,12,0,0,0,45,synthetic_booking_summary
ACT-00918,SVC-010,ROOM-0039,2025-02-01,diagnostic,6,6,6,0,0,0,45,synthetic_booking_summary
ACT-00919,SVC-010,ROOM-0039,2025-04-01,diagnostic,5,3,3,0,0,0,45,synthetic_booking_summary
ACT-00920,SVC-010,ROOM-0039,2025-05-01,diagnostic,5,0,0,0,0,5,45,synthetic_booking_summary
ACT-00921,SVC-010,ROOM-0039,2025-09-01,diagnostic,5,5,5,0,0,0,45,synthetic_booking_summary
ACT-00922,SVC-010,ROOM-0039,2025-12-01,diagnostic,6,4,4,0,0,0,45,synthetic_booking_summary
ACT-00923,SVC-010,ROOM-0045,2024-05-01,diagnostic,8,8,8,0,0,0,45,synthetic_booking_summary
ACT-00924,SVC-010,ROOM-0045,2024-07-01,diagnostic,13,11,11,0,0,0,45,synthetic_booking_summary
ACT-00925,SVC-010,ROOM-0045,2024-08-01,diagnostic,11,10,10,0,0,0,45,synthetic_booking_summary
ACT-00926,SVC-010,ROOM-0045,2024-09-01,diagnostic,5,3,3,0,0,0,45,synthetic_booking_summary
ACT-00927,SVC-010,ROOM-0045,2025-02-01,diagnostic,9,9,9,0,0,0,45,synthetic_booking_summary
ACT-00928,SVC-010,ROOM-0045,2025-06-01,diagnostic,11,10,10,0,0,0,45,synthetic_booking_summary
ACT-00929,SVC-010,ROOM-0045,2025-09-01,diagnostic,19,17,17,0,0,0,45,synthetic_booking_summary
ACT-00930,SVC-010,ROOM-0045,2025-10-01,diagnostic,5,0,0,0,0,5,45,synthetic_booking_summary
ACT-00931,SVC-010,ROOM-0045,2025-12-01,diagnostic,9,8,8,0,0,0,45,synthetic_booking_summary
ACT-00932,SVC-010,ROOM-0051,2024-04-01,diagnostic,8,0,0,0,8,0,45,synthetic_booking_summary
ACT-00933,SVC-010,ROOM-0051,2024-05-01,diagnostic,8,0,0,0,0,8,45,synthetic_booking_summary
ACT-00934,SVC-010,ROOM-0051,2024-08-01,diagnostic,8,6,6,0,0,0,45,synthetic_booking_summary
ACT-00935,SVC-010,ROOM-0051,2024-09-01,diagnostic,16,12,12,0,0,0,45,synthetic_booking_summary
ACT-00936,SVC-010,ROOM-0051,2024-11-01,diagnostic,12,12,12,0,0,0,45,synthetic_booking_summary
ACT-00937,SVC-010,ROOM-0051,2024-12-01,diagnostic,12,10,10,0,0,0,45,synthetic_booking_summary
ACT-00938,SVC-010,ROOM-0051,2025-01-01,diagnostic,12,10,10,0,0,0,45,synthetic_booking_summary
ACT-00939,SVC-010,ROOM-0051,2025-03-01,diagnostic,22,19,19,0,0,0,45,synthetic_booking_summary
ACT-00940,SVC-010,ROOM-0051,2025-07-01,diagnostic,16,6,6,0,8,0,45,synthetic_booking_summary
ACT-00941,SVC-010,ROOM-0051,2026-02-01,diagnostic,18,16,16,0,0,0,45,synthetic_booking_summary
ACT-00942,SVC-011,ROOM-0002,2024-06-01,procedure,6,5,5,0,0,0,45,synthetic_booking_summary
ACT-00943,SVC-011,ROOM-0002,2024-11-01,procedure,7,0,0,0,0,7,45,synthetic_booking_summary
ACT-00944,SVC-011,ROOM-0002,2025-04-01,procedure,24,22,22,0,0,0,45,synthetic_booking_summary
ACT-00945,SVC-011,ROOM-0002,2025-05-01,procedure,12,11,11,0,0,0,45,synthetic_booking_summary
ACT-00946,SVC-011,ROOM-0002,2025-06-01,procedure,6,0,0,0,0,6,45,synthetic_booking_summary
ACT-00947,SVC-011,ROOM-0002,2025-07-01,procedure,6,4,4,0,0,0,45,synthetic_booking_summary
ACT-00948,SVC-011,ROOM-0002,2025-10-01,procedure,12,10,10,0,0,0,45,synthetic_booking_summary
ACT-00949,SVC-011,ROOM-0002,2026-01-01,procedure,17,15,15,0,0,0,45,synthetic_booking_summary
ACT-00950,SVC-011,ROOM-0002,2026-02-01,procedure,10,9,9,0,0,0,45,synthetic_booking_summary
ACT-00951,SVC-011,ROOM-0008,2024-10-01,procedure,9,8,8,0,0,0,45,synthetic_booking_summary
ACT-00952,SVC-011,ROOM-0008,2025-01-01,procedure,10,10,10,0,0,0,45,synthetic_booking_summary
ACT-00953,SVC-011,ROOM-0008,2025-05-01,procedure,9,7,7,0,0,0,45,synthetic_booking_summary
ACT-00954,SVC-011,ROOM-0008,2025-06-01,procedure,6,4,4,0,0,0,45,synthetic_booking_summary
ACT-00955,SVC-011,ROOM-0008,2025-07-01,procedure,9,9,9,0,0,0,45,synthetic_booking_summary
ACT-00956,SVC-011,ROOM-0008,2025-09-01,procedure,9,9,9,0,0,0,45,synthetic_booking_summary
ACT-00957,SVC-011,ROOM-0008,2025-12-01,procedure,10,0,0,0,0,10,45,synthetic_booking_summary
ACT-00958,SVC-011,ROOM-0014,2024-07-01,procedure,6,6,6,0,0,0,45,synthetic_booking_summary
ACT-00959,SVC-011,ROOM-0014,2024-08-01,procedure,30,19,19,0,9,0,45,synthetic_booking_summary
